Link,Name,Brand,DiscountedPrice,DiscountPercentage,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description,Platform
https://cellphones.com.vn/oppo-reno10.html,OPPO Reno10 5G 8GB 256GB,OPPO,8.490.000đ,Giảm 23%,NaN,5000 mAh,"Camera góc rộng: 32 MP, f/2.4","Camera góc rộng: 64MP; f/1.7, PDAF
Chụp Telephoto chân dung: 32 MP, f/2.0
Camera góc siêu rộng: 8 MP, f/2.2, Zoom quang lai 2X× và Xoom kỹ thuật số 20X",8 cores,NaN,8 GB,1080 x 2412 pixels,256 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,4 đánh giá,"Chuyên gia chân dung thế hệ thứ 10 - Camera chân dung 32MP siêu nét, chụp xa từ 2X-5X không lo biến dạng khung hình
Thiết kế nổi bật, dẫn đầu xu hướng - Cạnh viền cong 3D, các phiên bản màu sắc phù hợp đa cá tính, thu hút mọi ánh nhìn
Đa nhiệm mạnh mẽ hơn ai hết - RAM mở rộng 8GB, ROM 256GB mang đến trải nghiệm đa tác vụ thoải mái
Pin bất tận, sạc siêu tốc - pin 5000mAh và sạc nhanh 67W cùng chế độ tiết kiệm pin siêu tiện ích",CellphoneS
https://cellphones.com.vn/samsung-galaxy-z-flip-6-512gb.html,Samsung Galaxy Z Flip6 12GB 512GB,Samsung,23.990.000đ,Giảm 27%,NaN,4000 mAh,"10.0 MP, f/2.2","Camera góc chụp rộng: 50.0 MP, f/1.8, thu phóng quang học 2x
Góc chụp siêu rộng: 12.0 MP, f/2.2","8 nhân 3.39 GHz, 3.1GHz, 2.9GHz, 2.2GHz",NaN,12 GB,1080 x 2640 pixels,512 GB,6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Hiệu năng vượt trội nhờ vào trang bị chip Snapdragon 8 Gen 3 mạnh mẽ và thanh RAM 12GB.
Màn hình chính 6.7 inch, màn hình phụ 3.4inch giúp thao tác mượt, tận hưởng giải trí đỉnh cao.
Camera sau 50MP + 12MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ.
Samsung Galaxy Z Flip6 có thiết kế sang trọng và cao cấp, nhỏ gọn, dễ dàng mang theo khi di chuyển.",CellphoneS
https://cellphones.com.vn/tecno-spark-20-pro-plus.html,TECNO SPARK 20PRO+ 8GB 256GB,Tecno,4.390.000đ,Giảm 20%,NaN,5000mAh,"32MP, f/2.2","Camera chính: 108MP, f/1.75
Camera Macro: 2MP, AI Camera, Đèn flash dọc bốn chiều",Tiến trình 6nm,NaN,8GB + Mở rộng 8GB,1080 x 2436 pixels,256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,31 đánh giá,"Camera selfie 32MP tuyệt đẹp - Ghi lại mọi khoảnh khắc tỏa sáng của bạn.
Yên tâm sử dụng với khả năng chống nước và bụi cấp độ IP53.
Trải nghiệm hiệu năng vô song với bộ xử lý Mediatek Helio G99 mạnh mẽ nhất.
Thiết kế cong đôi công thái học - Sự kết hợp hoàn hảo giữa kiểu dáng đẹp và sự thoải mái.",CellphoneS
https://cellphones.com.vn/asus-rog-phone-6.html,ASUS ROG Phone 6 16GB 512GB - Chỉ có tại CellphoneS,Điện thoại gaming,17.990.000đ,Giảm 14%,NaN,6000 mAh,12 MP,"Camera chính góc rộng: 50 MP, f/1.9, PDAF
Camera góc siêu rộng:13 MP, f/2.2
Camera macro: 5 MP","1 nhân 3.19 GHz Cortex-X2
3 nhân 2.75 GHz Cortex-A710
4 nhân 1.80 GHz Cortex-A510",NaN,16 GB,1080 x 2448 pixels (FullHD+),512 GB,6.78 inches,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,18 đánh giá,"Hiệu năng dẫn đầu mọi trận đấu - Chip Snapdragon® 8+ Gen 1 mạnh mẽ cùng RAM 16GB
Chất lượng hiển thị đúng chuẩn gaming - Màn hình 6.78 inches, FullHD+, HDR10+ cùng tần số quét 165Hz
Thiết kế thân thiện cho chơi game, mặt lưng ánh sáng Aura RGB độc đáo
Bùng nổ năng lượng cho ngày dài ấn tượng - Viên pin 6000 mAh, sạc nhanh siêu tốc 65W",CellphoneS
https://cellphones.com.vn/tecno-pova-5-8gb-256gb.html,TECNO POVA 5 8GB 256GB,Tecno,3.890.000đ,Giảm 26%,NaN,6000mAh,"8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.66, PDAF
Camera chiều sâu: f/2.0",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,NaN,8 GB,1080x2460 pixels,256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,17 đánh giá,"Thiết kế mạnh mẽ, lạ mắt với mặt lưng phẳng đi kèm các họa tiết độc đáo.
Dung lượng pin cao 6000mAh - Sẵn sàng cho bạn chiến các tựa game mà không bị gián đoạn.
Màn hình 6.78 inches, hỗ trợ độ phân giải 1080 x 2460 pixel - Chất lượng hình ảnh mượt mà, sắc nét.
Chip xử lý Helio G99 (6nm) - Cung cấp sức mạnh giúp bạn đáp ứng tốt mọi tác vụ.",CellphoneS
https://cellphones.com.vn/nokia-hmd-105-4g.html,Nokia HMD 105 4G,Điện thoại phổ thông,650.000đ,NaN,NaN,1450 mAh,NaN,NaN,NaN,NaN,NaN,NaN,128 MB,2.4 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,10 đánh giá,"Nokia HMD 105 4G là chiếc điện thoại phổ thông hỗ trợ mạng 4G, cho phép bạn truy cập internet tốc độ cao nhanh chóng.
Màn hình lớn 2.4 inches cũng giúp bạn dễ dàng đọc tin nhắn, xem danh bạ và sử dụng các ứng dụng.
Máy được trang bị pin dung lượng 1450 mAh, giúp bạn thoải mái sử dụng điện thoại mà không lo hết pin.
Nokia HMD 105 4G thiết kế nhỏ gọn và bền bỉ, dễ dàng cầm nắm và mang theo bên mình.",CellphoneS
https://cellphones.com.vn/dien-thoai-infinix-hot-40i-8gb-256gb.html,Infinix Hot 40i 8GB 256GB,Infinix,2.490.000đ,Giảm 22%,NaN,5000 mAh,"Camera góc rộng: 32 MP, f/2.2","Camera chính: 50MP, f/1.6 + AI CAM, f/2.0",Octa-core (2*A75 1.6GHz & 6*A55 1.6GHz),NaN,8 GB,720 x 1612 (HD+),256 GB,6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,9 đánh giá,"Chip xử lý game mạnh mẽ Unisoc T606 - Đem lại trải nghiệm mọi ứng dụng một cách mượt mà và không bị gián đoạn.
Màn rộng 6,56 inch cùng tần số quét 90Hz cho phép hiển thị hình ảnh sắc nét đến từng chi tiết nhỏ trên màn hình.
Tạm biệt nỗi lo pin yếu với dung lượng pin lên đến 5000mAh cùng công nghệ sạc nhanh 18W.
Thiết kế nhẹ với mặt lưng tựa kính thời thượng và hiện đại, với kích thước lý tưởng để dễ dàng mang theo bên mình.",CellphoneS
https://cellphones.com.vn/samsung-galaxy-s24-512gb.html,Samsung Galaxy S24 8GB 512GB,Samsung,20.190.000đ,Giảm 24%,NaN,4.000 mAh,"12 MP, f/2.2","Camera chính 50 MP, f/1.8
Camera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3x
Camera góc siêu rộng: 12 MP, f/2.2, 120˚","1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz",NaN,8 GB,1080 x 2340 pixels (FullHD+),512 GB,6.2 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,"Khai phá tiềm năng sáng tạo không giới hạn với tính năng AI - Phiên dịch cuộc gọi, trợ lí chỉnh ảnh
Sắc nét từng chi tiết - Camera 50MP với với công nghệ ProVisual, chụp đêm và siêu thu phóng
Pin tối ưu thông minh cho cả ngày tràn đầy năng lượng - Viên pin 4000mAh cho phép bạn xem video liên tục đến 29 giờ
Nâng cấp màn hình trải nghiệm tuyệt đỉnh - Màn hình 6.2"" inch Dynamic AMOLED 2X cùng tần số quét 120Hz",CellphoneS
https://cellphones.com.vn/dien-thoai-infinix-hot-50.html,Infinix Hot 50 8GB 256GB,Chuẩn NFC,3.790.000đ,Giảm 5%,NaN,"5,000 mAh",8MP,50MP + 2MP,NaN,NaN,8 GB,1080x2460 pixels,"256 GB",6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Infinix Hot 50 được trang bị RAM 8GB, đảm bảo khả năng đa nhiệm mượt mà, chạy ứng dụng nặng ổn định mà không giật lag.
Camera chính 50MP tích hợp AI mang lại những bức ảnh chi tiết, màu sắc ấn tượng trong mọi điều kiện ánh sáng.
Màn hình rộng 6.78 inch cho trải nghiệm giải trí, xem phim và chơi game sắc nét, chân thực.
Viên pin 5000mAh cùng sạc nhanh 18W - Giúp bạn sử dụng thoải mái cả ngày dài. ",CellphoneS
https://cellphones.com.vn/nokia-3210-4g.html,Nokia 3210 4G,Điện thoại phổ thông,1.550.000đ,Giảm 3%,NaN,1450 mAh,NaN,2MP,NaN,NaN,NaN,NaN,128 MB,2.4 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,7 đánh giá,"Trải nghiệm internet tốc độ cao với kết nối 4G, cho phép bạn lướt web, xem video và tải xuống nhanh chóng.
Thiết kế cổ điển với bàn phím vật lý quen thuộc, mang đến cảm giác hoài niệm và dễ sử dụng.
Camera VGA: Cho phép bạn chụp ảnh và quay video đơn giản.
Màn hình màu 2.4 inch: Hiển thị rõ ràng, dễ đọc.
Vỏ ngoài bằng polycarbonate bền bỉ, chống va đập và trầy xước.",CellphoneS
https://cellphones.com.vn/dien-thoai-nubia-v70-max-6gb-128gb.html,Nubia V70 Max 6GB 128GB,Nubia,2.590.000đ,NaN,NaN,6000 mAh,8.0 MP,"50 MP, ƒ/1.8
2.0 MP",NaN,NaN,6 GB,720 x 1640 pixels,128 GB,6.9 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Màn hình lớn 6,9 inch, tần số quét 120Hz – Mang lại trải nghiệm hình ảnh mượt mà và sắc nét cho các tác vụ hàng ngày và giải trí.
Hiệu năng ổn định với Unisoc T606 – Đảm bảo xử lý mượt mà các ứng dụng phổ biến và tác vụ đa nhiệm cơ bản. 
Camera chính 50MP và camera selfie 8MP – Đáp ứng nhu cầu chụp ảnh hàng ngày với chất lượng tốt.
Pin dung lượng 6.000mAh, hỗ trợ sạc nhanh 22,5W – Đảm bảo thời gian sử dụng dài và khả năng sạc nhanh tiện lợi.",CellphoneS
https://cellphones.com.vn/samsung-galaxy-s22-plus-256gb.html,Samsung Galaxy S22 Plus (8GB - 256GB),Samsung,16.990.000đ,Giảm 38%,NaN,4500 mAh,"10 MP, f/2.2","Camera góc rộng: 50 MP, f/1.8
Camera góc siêu rộng: 12 MP, f/2.2
Camera Tele: 10MP, f/2.4","1 nhân 3 GHz, 3 nhân 2.5 GHz & 4 nhân 1.79 GHz",NaN,8 GB,1080 x 2340 pixels (FullHD+),256 GB,6.6 inches,"Hàng mới, nguyên seal, đã kích hoạt vào 30/09/2023",5.0/5,1 đánh giá,"Camera mắt thần bóng đêm Nightography - Bắt trọn mọi khoảng khắc
Mãn nhãn từng chi tiết - Màn hình 6.6"", Dynamic AMOLED 2X, 120Hz
Hiệu năng mạnh mẽ, xử lí thông minh - Snapdragon 8 Gen 1 (4 nm)
Thỏa sức trải nghiệm chỉ với một lần sạc - Viên pin 4500 mAh, sạc nhanh 45W, sạc không dây",CellphoneS
https://cellphones.com.vn/nokia-220-4g.html,Nokia 220 4G,Nokia,950.000đ,Giảm 4%,NaN,1450 mAh,NaN,NaN,NaN,NaN,NaN,NaN,128 MB,2.8 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,20 đánh giá,"Trải nghiệm internet tốc độ cao với kết nối 4G, cho phép bạn lướt web, xem video và tải xuống nhanh chóng.
Pin 1450mAh cho thời gian sử dụng lâu dài, lên đến 27 ngày ở chế độ chờ và 6.2 giờ đàm thoại liên tục.
Hỗ trợ 2 SIM 2 sóng, giúp bạn quản lý cuộc gọi và tin nhắn hiệu quả.
Vỏ ngoài bằng polycarbonate bền bỉ, chống va đập và trầy xước.",CellphoneS
https://cellphones.com.vn/samsung-galaxy-s24-plus-512gb.html,Samsung Galaxy S24 Plus 12GB 512GB,Samsung,21.190.000đ,Giảm 31%,NaN,"4,900 mAh","12 MP, f/2.2","Camera chính góc rộng: 50 MP, f/1.8, Dual Pixel PDAF, OIS
Camera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3x
Camera góc siêu rộng: 12 MP, f/2.2, 120˚","3.2GHz,2.9GHz,2.6GHz,1.95GHz",NaN,12 GB,3120 x 1440 pixels (Quad HD+),"512 GB",6.7 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,1 đánh giá,"Mở ra Kỷ nguyên Điện thoại AI Cao cấp -Hỗ trợ Phiên dịch cuộc gọi, trợ lí chỉnh ảnh, khoanh vùng để tìm kiếm
Chụp ảnh bất kể không gian và thời gian - Camera 50MP với với công nghệ ProVisual, chụp đêm và siêu thu phóng
Pin tối ưu thông minh cho cả ngày tràn đầy năng lượng - Viên pin 4900 mAh cho phép bạn xem video liên tục đến 29 giờ
Nâng cấp màn hình trải nghiệm tuyệt đỉnh - Màn hình 6.7"" inch Dynamic AMOLED 2X cùng tần số quét 120Hz",CellphoneS
https://cellphones.com.vn/dien-thoai-tecno-spark-30-5g.html,TECNO SPARK 30 5G 6GB 128GB,Tecno,3.690.000đ,Giảm 18%,NaN,5000mAh,NaN,108MP,NaN,NaN,6GB + Mở rộng 6GB,NaN,128 GB,NaN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"5G Siêu Tốc - Chip Tecno Spark 30 Dimensity 6300 mạnh mẽ, kết nối 5G ổn định.
Camera 108MP AI: Chụp đêm sắc nét, bắt trọn mọi khoảnh khắc.
Màn hình Spark 30  5G 120Hz mượt mà: Trải nghiệm lướt chạm siêu nhạy.
Pin 5000mAh bền bỉ: Sử dụng cả ngày, sạc nhanh 18W.",CellphoneS
https://cellphones.com.vn/dien-thoai-realme-note-60x.html,realme Note 60x 3GB 64GB,Realme,2.490.000đ,Giảm 7%,NaN,5000 mAh,5 MP,8 MP,NaN,NaN,3 GB,NaN,64 GB,6.74 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,6 đánh giá,"Máy được trang bị màn hình IPS LCD 6,74 inch, tần số quét 90Hz, mang lại trải nghiệm hình ảnh mượt mà và sắc nét.
Sử dụng vi xử lý Unisoc Tiger T612 (12nm) đáp ứng tốt các nhu cầu sử dụng hàng ngày. 
Viên pin 5.000 mAh cho phép sử dụng liên tục trong thời gian dài, hỗ trợ sạc có dây 10W, đảm bảo thời gian sử dụng thoải mái trong ngày.
Máy chạy hệ điều hành Android 14 với giao diện Realme UI, mang đến trải nghiệm người dùng mượt mà và nhiều tính năng hiện đại.",CellphoneS
https://cellphones.com.vn/dien-thoai-itel-rs4-12gb-256gb.html,Itel RS4 12GB 256GB NFC,Chuẩn NFC,3.590.000đ,Giảm 22%,NaN,"5,000 mAh",8 MP,"Camera góc rộng: 50 MP, f/1.6, AF",2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,NaN,12 GB,720 x 1612 (HD+),"256 GB",6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",5.0/5,5 đánh giá,"Itel RS4 với RAM 12GB và bộ nhớ trong 256GB cho phép chạy nhiều ứng dụng cùng lúc mà không bị lag giật.
Màn hình lớn 6.56 inches cho phép bạn trải nghiệm hình ảnh thoải mái hơn, tần số quét 120Hz cho phép bạn cuộn trang và chơi game mượt mà hơn.
Camera chính 50MP cho phép bạn chụp ảnh sắc nét và chi tiết, các tính năng chụp ảnh thông minh giúp bạn chụp ảnh đẹp hơn trong mọi điều kiện ánh sáng.
Pin dung lượng lớn 5000 mAh cho phép bạn sử dụng điện thoại lâu hơn, công nghệ sạc nhanh cho phép bạn sạc pin nhanh chóng hơn.",CellphoneS
https://cellphones.com.vn/vivo-y17s.html,vivo Y17s 4GB 128GB,vivo,3.190.000đ,Giảm 16%,NaN,5000 mAh,"8 MP, f/2.0","50 MP, f/1.8
2 MP, f/2.4",2.0GHz*2 + 1.8GHz*6,NaN,4 GB,1612x720 (HD+),128 GB,6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.6/5,7 đánh giá,"Thiết kế trendy, màu sắc xu hướng - 2 màu sắc Tím Sao Băng, Xanh Rừng Sâu nổi bật phong cách của bạn
Hoàn hảo mọi góc chụp - Camera chính 50MP chụp chân dung và chụp đêm chuyên nghiệp, cho ảnh chất lượng cao
Đa nhiệm mượt, xử lí nhanh - RAM mở rộng giúp máy vận hành và thao tác êm ái nhiều tác vụ cùng lúc
Mở ra không gian giải trí tuyệt hảo - Tần số quét 60Hz, màn hình lớn 6.56"", độ sáng tối đa 840nits",CellphoneS
https://cellphones.com.vn/dien-thoai-tecno-camon-30-12gb-256gb.html,TECNO CAMON 30 12GB 256GB,Tecno,5.290.000đ,Giảm 24%,NaN,5000 mAh,"Camera đơn: 50 MP (Góc rộng), Tự động lấy nét (PDAF)
Đèn flash LED kép
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps","Camera kép:
50 MP, ƒ/1.9 (Góc rộng), 1/1.57"" Kích thước cảm biến, chống rung quang học (OIS) + chống rung điện tử (EIS)
2 MP (Chiều sâu)
Đèn flash LED kép, Dải động cao (HDR), Toàn cảnh
Độ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps","Lõi CPU: 8 lõi
Công nghệ CPU: 6 nm
Tốc độ tối đa của CPU: 2.2 GHz
Kiến trúc CPU: 64-bit
Vi kiến trúc: 2x 2.2 GHz – Cortex-A76, 6x 2.0 GHz – Cortex-A55
Loại bộ nhớ: LPDDR4X",NaN,12 GB,1080 x 2436 pixels,256 GB,6.78 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Nâng tầm nhiếp ảnh chân dung với camera 50MP sắc nét, lưu giữ mọi khoảnh khắc đáng nhớ.
Trải nghiệm màn hình lớn mãn nhãn 6.78 inches, hiệu năng mạnh mẽ với chip Helio G99 Ultimate(6nm).
Thiết kế cổ điển cùng dung lượng pin 5000 mAh, sạc nhanh 70W giúp tăng thời lượng sử dụng.",CellphoneS
https://cellphones.com.vn/dien-thoai-vivo-y03.html,vivo Y03 4GB 64GB,vivo,2.990.000đ,NaN,NaN,5000 mAh,"5 MP, f/2.2","13 MP, f/2.2, PDAF
0.08 MP, f/3.0",2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55,NaN,4GB + Mở rộng 4GB,1612x720 (HD+),64 GB,6.56 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",NaN,NaN,"Trải nghiệm giải trí cực sống động với màn hình rộng 6.56 inch cùng độ phân giải HD.
Dung lượng ấn tượng lên đến 5000 mAh cùng sạc nhanh 15W - Thoải mái sử dụng trong nhiều giờ đồng hồ.
Nhiếp ảnh chuyên nghiệp, nắm giữ tuyệt tác trong tầm tay với camera chính 13MP.
Hỗ trợ cổng sạc Type C giúp sạc đầy thiết bị một cách nhanh chóng, tiết kiệm thời gian, truyền tải dữ liệu đón đầu xu hướng tương lai.",CellphoneS
https://cellphones.com.vn/dien-thoai-realme-c65s.html,realme C65s 8GB 256GB,realme,4.790.000đ,Giảm 9%,NaN,5000 mAh,8 MP,Chính 50 MP & Cảm biến Flicker,NaN,NaN,8 GB,1600 x 720 pixels (HD+),256 GB,6.745 inches,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A",NaN,NaN,"Trải nghiệm hình ảnh rộng rãi và thoải mái với màn hình 6.745 inch.
Camera 50MP – Chụp ảnh sắc nét, hỗ trợ nhiều chế độ chụp.
Sử dụng thoải mái cả ngày dài với pin dung lượng lớn 5000mAh.
Thu hút ngay từ cái nhìn đầu tiên với các đường nét mềm mại và hiện đại.",CellphoneS
https://cellphones.com.vn/nokia-105-4g-pro.html,Nokia 105 4G Pro,Nokia,680.000đ,NaN,NaN,1450mAh,NaN,NaN,NaN,NaN,NaN,NaN,128 MB,1.77 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.8/5,20 đánh giá,"Màn hình IPS, kích thước chữ lớn cho hiển thị tốt hơn
Thiết kế nhỏ gọn cùng bàn phím lớn, phím nổi với độ đàn hồi cao
Âm lượng loa lớn hơn, thưởng thức đài FM không cần cắm tai nghe
Mặt lưng vân nhám giúp cầm nắm dễ dàng, màu sắc trẻ trung hiện đại
Lưu trữ danh bạ không giới hạn với khe cắm thẻ MicroSD lên đến 32GB",CellphoneS
https://cellphones.com.vn/nokia-110-4g-pro.html,Nokia 110 4G Pro,Nokia,750.000đ,NaN,NaN,1450mAh,NaN,QVGA,NaN,NaN,NaN,NaN,128 MB,1.77 inches,"Mới, đầy đủ phụ kiện từ nhà sản xuất",4.9/5,18 đánh giá,"Luôn yên tâm với độ bền đặc trưng chuẩn Châu Âu và pin dài ngày
Màn hình IPS, kích thước chữ lớn cho hiển thị tốt hơn, thiết kế nhỏ gọn cùng bàn phím lớn, phím nổi với độ đàn hồi cao
Camera tích hợp tiện dụng, âm lượng loa lớn hơn, thưởng thức đài FM không cần cắm tai nghe
Kết nối Bluetooth 5.0 kết nối tai nghe và loa không dây, mang trải nghiệm nghe nhạc, đàm thoại liền mạch",CellphoneS
https://cellphones.com.vn/dien-thoai-tecno-spark-go-1-da-kich-hoat.html,TECNO SPARK Go 1 4GB 64GB - Đã kích hoạt,Tecno,1.690.000đ,Giảm 32%,NaN,5000mAh,8MP,13MP,NaN,NaN,4 GB,NaN,64 GB,6.67 inches,"Sản phẩm chính hãng đã kích hoạt, thu lại từ khách hàng không còn nhu cầu (Một số sản phẩm có thể đã qua bảo hành hãng hoặc sửa chữa thay thế linh kiện, hiệu suất pin không bằng hàng mới). Đầy đủ phụ kiện từ NSX. Có nguồn gốc rõ ràng, xuất hoá đơn eVAT.",NaN,NaN,"Chipset T615 với 8 nhân mang lại hiệu suất xử lý ấn tượng, đa nhiệm mượt mà.
RAM 4GB và bộ nhớ trong 64GB, đáp ứng các nhu cầu lưu trữ và xử lý linh hoạt của người dùng.
Màn hình 6.67 inch với độ phân giải HD+ và tần số quét 120 Hz, mang đến trải nghiệm xem phim và chơi game tuyệt vời.
Với viên pin 5,000 mAh giúp bạn thoải mái sử dụng suốt cả ngày chỉ với 1 lần nạp pin.",CellphoneS
